id,name,effect,god,rarity,mana,type,set,collectable,live,art_id,lib_id,tribe.String,tribe.Valid,attack.Int64,attack.Valid,health.Int64,health.Valid
100036,Sentient Flameblades,"Godblitz. After you attack, heal your god for 5.",war,common,0,weapon,genesis,False,true,C1-T034-1,L1-T034,,False,5,True,2,True
100037,Phoenix Egg,"Cannot attack. Burn 2. Afterlife: If this creature is destroyed by burn damage, summon a First Phoenix.",neutral,epic,1,creature,promo,False,true,C632,L1-T035,,False,0,True,2,True
1002,Avalanche Strike,"Deal 2 damage to a creature. If you have a relic equipped, deal 4 damage instead.",war,common,2,spell,core,True,true,C954,L2-003,,False,0,False,0,False
100005,Blight,Give burn +12 to a creature.,death,epic,2,god power,genesis,False,true,C769,L1-T003,,False,0,False,0,False
100006,Larceny,Add a copy of a random card from your opponent's god to your hand. Summon a 1/1 Rogue Skulker.,deception,epic,2,god power,genesis,False,true,C770,L1-T004,,False,0,False,0,False
100046,Mirror,Frontline. Can't Attack. Creatures that attack this creature become confused.,deception,common,1,creature,genesis,False,true,C649,L1-T044,,False,0,True,2,True
100062,Mind Probe,"At the end of your turn, if this card is in your hand, deal 1 damage to your god for every 2 cards in your hand.",deception,common,2,spell,genesis,False,true,C810,L1-T060,,False,0,False,0,False
100007,Shine,Summon two Will O' Wisps.,light,epic,2,god power,genesis,False,true,C771,L1-T005,,False,0,False,0,False
369,"Circe, Vengeful Sorceress",Roar: Deal 3 damage to each enemy character. Foresee 3.,magic,legendary,7,creature,genesis,True,true,C274,L1-369,olympian,True,3,True,3,True
373,O Fortuna,Deal 4 damage to target enemy creature and its god. Give protected and ward to your god. Draw four cards.,magic,rare,8,spell,genesis,True,true,C347,L1-373,,False,0,False,0,False
100008,Seer,Foresee 2. Draw a card.,magic,epic,2,god power,genesis,False,true,C767,L1-T006,,False,0,False,0,False
371,Specialist Force,Add three random Amazons to your hand. Your creatures are no longer confused.,nature,epic,5,spell,genesis,True,true,C296,L1-371,,False,0,False,0,False
367,Avatar of Nature,"At the end of your turn, summon a 1/1 Walking Plant.",nature,legendary,5,creature,genesis,True,true,C413,L1-367,,False,5,True,5,True
374,Backstreet Bouncer,Afterlife: Add a random rune to your hand.,neutral,common,1,creature,genesis,True,true,C459,L1-374,guild,True,1,True,1,True
100035,Voyage To The Farlands,"Delve a random creature, and put it into your hand.",neutral,epic,1,spell,genesis,False,true,C942,L1-T033,,False,0,False,0,False
100040,Rockdrake,,neutral,common,5,creature,genesis,False,true,C635,L1-T038,dragon,True,6,True,5,True
100043,Broken Warrior,,neutral,common,1,creature,genesis,False,true,C645,L1-T041,,False,1,True,1,True
372,Crystallax,Roar: Unlock a mana lock.,magic,rare,5,creature,genesis,True,true,C43,L1-372,mystic,True,3,True,4,True
100047,Sleeper Golem,,deception,common,3,creature,genesis,False,true,C653,L1-T045,atlantean,True,3,True,2,True
1026,Lokian Disciple,Hidden. Characters damaged by this creature gain sleep.,deception,legendary,4,creature,core,True,true,C499,L2-027,guild,True,4,True,4,True
1027,Slip Blade,Deadly. Flank. Godblitz.,deception,epic,5,weapon,core,True,true,C2-028-1,L2-028,,False,1,True,2,True
1005,Imperious Smite,Destroy the strongest creature.,light,common,4,spell,core,True,true,C951,L2-006,,False,0,False,0,False
1006,Purification Filter,Each creature has their strength and health set to 1.,light,common,6,spell,core,True,true,C950,L2-007,,False,0,False,0,False
1020,Zealous March,Summon four 2/2 Acolytes with protected.,light,rare,7,spell,core,True,true,C835,L2-021,,False,0,False,0,False
1021,Penitence,Transform an enemy creature into a 2/2 Acolyte. Gain control of the Acolyte.,light,rare,6,spell,core,True,true,C834,L2-022,,False,0,False,0,False
1011,Astric Implosion,Deal 6 damage to a character and 1 damage to each other creature.,magic,common,6,spell,core,True,true,C944,L2-012,,False,0,False,0,False
1012,Starshard Bolt,Deal 4 damage to an enemy creature.,magic,common,2,spell,core,True,true,C943,L2-013,,False,0,False,0,False
1015,Staff of Shards,"Ability: Deal 1 damage to an enemy, then remove 1 durability from this relic.",magic,rare,2,weapon,core,True,true,C840,L2-016,,False,0,True,4,True
1016,Inferno,Deal 5 damage to each enemy creature.,magic,common,7,spell,core,True,true,C527,L2-017,,False,0,False,0,False
1035,Rune Viper Tincture,Draw three cards.,magic,rare,5,spell,core,True,true,C2-036-1,L2-036,,False,0,False,0,False
1037,Oni Spellsword,"Ward. After you play a card, this creature gets +1 strength and your weakest creature gains ward.",magic,epic,3,creature,core,True,true,C749,L2-038,nether,True,0,True,3,True
1038,Choralis Rune Moth,"Backline. At the end of your turn, add a random rune to your hand and reduce its cost to 0.",magic,legendary,3,creature,core,True,true,C763,L2-039,wild,True,0,True,3,True
1039,"Frey, Archmage of Selene",Roar: Foresee 2. Draw 2 cards and set their cost to 2.,magic,legendary,8,creature,core,True,true,C809,L2-040,mystic,True,4,True,7,True
1004,Opalised Roots,Add five random 3 mana Nature creatures to your hand and reduce their cost by 1.,nature,common,6,spell,core,True,true,C952,L2-005,,False,0,False,0,False
1017,Revivification,Heal your characters for 3. Summon two random 1 mana Wild creatures.,nature,common,3,spell,core,True,true,C837,L2-018,,False,0,False,0,False
1018,Black Jaguar,Confused. Regen 1.,nature,common,2,creature,core,True,true,C473,L2-019,wild,True,3,True,3,True
1041,Tainted Treant,"Regen 1. At the end of your turn, add a random Nature card to your hand.",nature,common,5,creature,core,True,true,C744,L2-042,wild,True,2,True,4,True
1042,Overgrown Rhino,Confused.,nature,common,4,creature,core,True,true,C761,L2-043,wild,True,5,True,5,True
1043,Nefarious Briar,Regen 1. Roar: Remove 4 durability from your opponent's relic.,nature,common,4,creature,core,True,true,C754,L2-044,wild,True,3,True,4,True
1044,Staff of Roots,Blitz. Roar: Summon a 1/1 Walking Plant if you control a Wild creature.,nature,common,3,weapon,core,True,true,C786,L2-045,,False,2,True,2,True
1045,Marsh Walker,Regen 1.,nature,rare,1,creature,core,True,true,C750,L2-046,wild,True,1,True,4,True
1046,Faeflame Blade,Blitz. Twin strike. Roar: Target creature becomes confused.,nature,epic,2,weapon,core,True,true,C2-047-1,L2-047,,False,1,True,4,True
1047,Vinebound Jotun,Overkill. Roar: Deal 3 damage to each other creature.,nature,epic,8,creature,core,True,true,C808,L2-048,wild,True,10,True,12,True
1048,Valewarden Minotaur,"Afterlife: Heal your god for 3, add a random 7 mana cost Wild creature to your hand.",nature,epic,5,creature,core,True,true,C807,L2-049,wild,True,4,True,5,True
1049,"Gersemi, Freyja's Spear",Roar & Afterlife: Give regen +1 to each other friendly creature.,nature,legendary,3,creature,core,True,true,C759,L2-050,amazon,True,3,True,3,True
1050,"Managarmr, Moon Hound","Confused. After this creature attacks, refresh one mana.",nature,legendary,3,creature,core,True,true,C758,L2-051,wild,True,3,True,4,True
1019,Antimagic Wards,Give ward to a creature in your hand. Add a mana lock to your opponent's mana gems.,war,common,3,spell,core,True,true,C836,L2-020,,False,0,False,0,False
1023,Mercenary Troop,Add 3 randomised Warriors to your hand.,war,rare,4,spell,core,True,true,C832,L2-024,,False,0,False,0,False
1024,Blade of Styx,Godblitz.,war,common,3,weapon,core,True,true,C156,L2-025,,False,3,True,2,True
1051,"Grendel, Night Terror","Blitz. Protected. After this creature attacks, it becomes protected.",war,legendary,6,creature,core,True,true,C757,L2-052,nether,True,4,True,4,True
1052,Warmonger Smith,Roar: Give your relic +1 strength for its next attack.,war,epic,2,creature,core,True,true,C602,L2-053,olympian,True,2,True,4,True
1010,Blackblood Blast,Destroy all creatures. Deal 8 damage to your god.,death,common,6,spell,core,True,true,C945,L2-011,,False,0,False,0,False
1013,Dust to Dust,Destroy each creature with a mana cost of 2 or 3.,death,epic,4,spell,core,True,true,C842,L2-014,,False,0,False,0,False
1014,Raise Dead,Summon a creature from your void.,death,common,5,spell,core,True,true,C841,L2-015,,False,0,False,0,False
1028,Famished Ghoul,"After a friendly creature dies, you draw a card.",death,common,4,creature,core,True,true,C816,L2-029,nether,True,3,True,2,True
1029,Bombfly,Afterlife: Deal 3 damage to each god.,death,common,1,creature,core,True,true,C747,L2-030,nether,True,2,True,1,True
1031,Vampiric Skull,"Roar: Summon a creature that costs 3 mana or less from your void, and give it soulless.",death,rare,6,creature,core,True,true,C814,L2-032,nether,True,6,True,6,True
1032,Writhing Spirit,"Roar: Obliterate a card in your hand, and draw a card.",death,rare,1,creature,core,True,true,C813,L2-033,nether,True,2,True,2,True
1033,"Cerberus, Styx Hound","At the end of each turn, destroy an enemy creature with 3 health or less.",death,legendary,7,creature,core,True,true,C812,L2-034,nether,True,6,True,7,True
1034,Dreaming Sceptre,"Ability: Destroy a creature with 3 or less health, then remove 1 durability from this relic.",death,rare,3,weapon,core,True,true,C787,L2-035,,False,0,True,2,True
1007,Darkdream Hex,"Target a creature. If it's sleeping, destroy it. Otherwise, it goes to sleep.",deception,common,3,spell,core,True,true,C949,L2-008,,False,0,False,0,False
1008,Rapture Dance,Deal damage to each enemy creature equal to the number of enemy creatures on the board.,deception,common,6,spell,core,True,true,C948,L2-009,,False,0,False,0,False
1025,"Thalia, Charite Temptress",Roar: Gain control of an enemy creature with sleep.,deception,legendary,6,creature,core,True,true,C817,L2-026,guild,True,2,True,2,True
1040,Green Giant,Confused. Overkill.,nature,common,6,creature,core,True,true,C753,L2-041,wild,True,7,True,8,True
1060,Patience Priestess,"After you summon a friendly creature, give it +1 health and frontline.",light,rare,4,creature,core,True,true,C794,L2-061,mystic,True,2,True,4,True
1061,Blind Martyr,Frontline. Afterlife: Give +2 health to each other friendly creature.,light,epic,1,creature,core,True,true,C801,L2-062,olympian,True,0,True,2,True
1075,Solemn Lecturer,Roar: Put an enemy to sleep.,deception,rare,4,creature,core,True,true,C533,L2-076,mystic,True,4,True,3,True
1063,"Asterius, Glittering One",Frontline. Roar: Friendly creatures with strength 2 or less get +2/+2.,light,legendary,6,creature,core,True,true,C760,L2-064,aether,True,4,True,6,True
1064,Ritual Rod,Roar: Add 1 durability to this relic if you control a Mystic.,light,epic,1,weapon,core,True,true,C783,L2-065,,False,2,True,2,True
1065,Hallowing Light,"Set a creature's health to 2. If you choose a friendly creature, give it +1/+2 instead.",light,common,2,spell,core,True,true,C796,L2-066,,False,0,False,0,False
1068,Helios Battlesworn,,light,common,5,creature,core,True,true,C724,L2-069,aether,True,5,True,6,True
1096,Duergar Priest,"After a character is healed, this creature gains +1 health.",light,common,2,creature,core,True,true,C748,L2-097,mystic,True,2,True,2,True
1097,Shieldbearer,Roar: Give +1/+1 to a friendly creature.,light,common,1,creature,core,True,true,C715,L2-098,olympian,True,0,True,1,True
1073,Dwarf Atlant,Roar: Deal 1 damage to an enemy creature.,magic,common,3,creature,core,True,true,C723,L2-074,atlantean,True,2,True,4,True
1083,Planetar Centurion,Frontline. Roar: Add a random Aether to your hand for each Aether in your hand.,magic,epic,7,creature,core,True,true,C691,L2-084,aether,True,6,True,8,True
1085,Phase Touched Golem,Ward.  Roar: Give ward to another Atlantean.,magic,epic,3,creature,core,True,true,C742,L2-086,atlantean,True,3,True,3,True
1099,Rampart,Frontline. Can't attack.,magic,common,1,creature,core,True,true,C702,L2-100,structure,True,1,True,4,True
1081,Arkmonian Anteater,Roar: Give +1 strength to a friendly creature.,nature,common,1,creature,core,True,true,C696,L2-082,wild,True,1,True,2,True
1082,Nightleaf Hunter,"Roar: If you control another creature, this creature gets +1 strength.",nature,common,1,creature,core,True,true,C756,L2-083,amazon,True,2,True,2,True
1092,Vanir Lion,Roar: Give +2 strength to a friendly creature.,nature,common,4,creature,core,True,true,C704,L2-093,wild,True,4,True,4,True
1100,Lightning Strike,Deal 6 damage to the strongest enemy creature.,nature,rare,3,spell,core,True,true,C186,L2-101,,False,0,False,0,False
1101,Wildfire,Deal 1 damage to each enemy creature. Give +1/+1 and regen +1 to each friendly Wild creature.,nature,epic,4,spell,core,True,true,C165,L2-102,,False,0,False,0,False
1067,Atlant Phalanx,Frontline.,neutral,common,5,creature,core,True,true,C737,L2-068,atlantean,True,5,True,4,True
1069,"Amplureal, Sentient Shard","Ward. Afterlife: Add an Amplureal, Sentient Shard beneath the second card of your deck.",neutral,legendary,4,creature,core,True,true,C708,L2-070,aether,True,4,True,2,True
1071,Pyrrhic Adolescent,Creatures damaged by this creature get burn +1.,neutral,rare,4,creature,core,True,true,C714,L2-072,dragon,True,5,True,4,True
1072,Aether Battlescout,Flank.,neutral,common,3,creature,core,True,true,C695,L2-073,aether,True,5,True,2,True
1078,"Deuteria, Manashard Mage","Roar: Add a 1 mana, 3/3 Young Manaborn to your deck.",neutral,legendary,1,creature,core,True,true,C738,L2-079,nether,True,2,True,2,True
1080,"Balthazar, Blood Magus",Roar: Increase by 2 the cost of spells in your opponent's hand for one turn.,neutral,legendary,2,creature,core,True,true,C705,L2-081,mystic,True,2,True,3,True
1086,Helian Elite,Frontline. Protected.,neutral,rare,8,creature,core,True,true,C733,L2-087,aether,True,9,True,9,True
1088,Cyclops Defender,Frontline.,neutral,common,7,creature,core,True,true,C700,L2-089,wild,True,6,True,10,True
1093,Svart Basilisk,Roar: Remove sleep from target friendly creature. Remove 2 durability from your opponent's relic.,neutral,common,4,creature,core,True,true,C736,L2-094,wild,True,4,True,4,True
1095,Dune Cavalry,,neutral,common,3,creature,core,True,true,C701,L2-096,anubian,True,3,True,4,True
1098,Felid Protector,Frontline.,neutral,common,1,creature,core,True,true,C717,L2-099,olympian,True,2,True,2,True
1076,Battlebard,Roar: Give +2 strength to a friendly Viking.,war,epic,1,creature,core,True,true,C730,L2-077,viking,True,1,True,2,True
1077,Trial Spirit,Roar: Give +1 health to a friendly creature.,war,common,1,creature,core,True,true,C692,L2-078,aether,True,2,True,2,True
1090,Minotaur Phalanx,Frontline.,war,common,6,creature,core,True,true,C721,L2-091,olympian,True,6,True,7,True
1094,Valknir Outrider,,war,common,3,creature,core,True,true,C719,L2-095,viking,True,5,True,3,True
1102,Auric Mage,Leech. Roar: Deal 1 damage to each creature.,war,common,6,creature,core,True,true,C169,L2-103,mystic,True,4,True,5,True
1070,Eldritch Demonologist,Roar: Pull the strongest Nether from your deck to your hand.,death,epic,4,creature,core,True,true,C728,L2-071,nether,True,3,True,3,True
1074,Pyrrhic Hatchling,Creatures damaged by this creature get burn +2.,death,rare,2,creature,core,True,true,C725,L2-075,dragon,True,2,True,3,True
1084,Skeleton Heavy,Afterlife: Destroy the strongest enemy creature with 1 health.,death,common,3,creature,core,True,true,C709,L2-085,anubian,True,2,True,4,True
1079,Sentient Amphora,Frontline. Afterlife: Draw a card.,deception,rare,1,creature,core,True,true,C716,L2-080,atlantean,True,0,True,2,True
1091,Blackguard,Frontline. Roar: Give +2/+2 to each other friendly creature with backline.,deception,epic,5,creature,core,True,true,C703,L2-092,guild,True,3,True,4,True
1054,Chalice Priest,Backline. Ability: Set a creature's strength to 2.,light,epic,2,creature,core,True,true,C806,L2-055,mystic,True,1,True,4,True
1055,Radiant Embalmer,Roar: Pull a card from your void to your hand.,light,rare,5,creature,core,True,true,C798,L2-056,mystic,True,2,True,4,True
1056,Helios Guardian,Frontline. Afterlife: Give +2 health to your weakest creature.,light,common,4,creature,core,True,true,C805,L2-057,aether,True,2,True,6,True
1057,Battle Cleric,"Backline. Ward. At the end of your turn, summon a 2/2 Acolyte.",light,rare,5,creature,core,True,true,C804,L2-058,mystic,True,2,True,2,True
1058,Bright Mage,Ward. Roar: Heal a friendly character for 2.,light,common,3,creature,core,True,true,C803,L2-059,mystic,True,3,True,3,True
1059,Holy Enchanter,Roar: Give +2 health to each other friendly creature.,light,common,4,creature,core,True,true,C802,L2-060,mystic,True,2,True,4,True
1135,A Toast To Peace,Return each creature from the board to its owner’s hand.,deception,epic,5,spell,core,True,true,C606,L2-136,,False,0,False,0,False
1141,Dark Knives,Give +3 strength to a friendly creature.,deception,rare,1,spell,core,True,true,C600,L2-142,,False,0,False,0,False
1124,Patron's Sacrament,Give frontline and protected to a friendly creature.,light,common,1,spell,core,True,true,C617,L2-125,,False,0,False,0,False
1144,Athena's Conjurer,Frontline. Roar: Summon a 2/5 Propyrean Owl with frontline.,light,rare,6,creature,core,True,true,C597,L2-145,olympian,True,2,True,5,True
1146,Judge Envoy,Roar: Set an enemy creature's strength to 0.,light,epic,6,creature,core,True,true,C595,L2-147,aether,True,6,True,6,True
1147,Felid Janissary,Roar: Give +1/+1 to a friendly creature.,light,common,2,creature,core,True,true,C594,L2-148,olympian,True,2,True,2,True
1104,Catapult,Backline. Ability: Deal 3 damage.,magic,epic,5,creature,core,True,true,C694,L2-105,structure,True,2,True,5,True
1122,Mana Toad,Afterlife: Unlock a mana lock.,magic,common,3,creature,core,True,true,C619,L2-123,wild,True,2,True,1,True
1105,Nightleaf Prowler,Hidden for one turn.  Roar: Summon two Nightleaf Prowlers.,nature,rare,6,creature,core,True,true,C658,L2-106,amazon,True,3,True,2,True
1111,Frost Giant Deadshot,Roar: Deal 3 damage to the strongest enemy creature.,nature,common,6,creature,core,True,true,C697,L2-112,wild,True,6,True,6,True
1117,Canopy Barrage,Deal 4 damage to a random enemy creature.,nature,common,2,spell,core,True,true,C625,L2-118,,False,0,False,0,False
1118,Firewine,Give +2 strength and overkill to each friendly creature until the end of the turn.,nature,rare,4,spell,core,True,true,C624,L2-119,,False,0,False,0,False
1123,Guerilla Training,"Give a creature: ""At the end of your turn, gain +1/+1.""",nature,rare,2,spell,core,True,true,C618,L2-124,,False,0,False,0,False
1143,Arrow of Rage,A random enemy creature takes your strongest creature's strength in damage.,nature,rare,2,spell,core,True,true,C598,L2-144,,False,0,False,0,False
1103,Tomb Priest,Afterlife: Pull the strongest Anubian from your void to your hand.,neutral,epic,4,creature,core,True,true,C731,L2-104,anubian,True,3,True,3,True
1107,Pharaoh's Guard,Afterlife: Summon a 2/1 Skeletal Guard.,neutral,common,4,creature,core,True,true,C734,L2-108,anubian,True,4,True,2,True
1108,"Ladon, Uclid Dragon",Roar: Reduce the mana cost of each Dragon in your hand by 1 for each card in your hand.,neutral,legendary,8,creature,core,True,true,C720,L2-109,dragon,True,12,True,12,True
1109,"Porphyrion, Dread Cyclops","Ward. At the end of your turn, increase the mana cost of your opponent's god power by 2 until your next turn.",neutral,legendary,5,creature,core,True,true,C726,L2-110,,False,5,True,4,True
1110,"Echophon, Atlantean Hydra",Blitz. Overkill. Protected. Twin strike. Regen 6.,neutral,legendary,9,creature,core,True,true,C727,L2-111,atlantean,True,6,True,10,True
1112,Onyx Nightblade,Roar: Destroy a creature with strength 1 or less.,neutral,rare,2,creature,core,True,true,C735,L2-113,guild,True,1,True,2,True
1127,Cardshark,Roar: Summon a 1/1 Bodyguard with frontline.,neutral,rare,1,creature,core,True,true,C614,L2-128,guild,True,1,True,1,True
1148,Battle Aurochs,Frontline.,neutral,common,3,creature,core,True,true,C593,L2-149,wild,True,3,True,3,True
1150,Tartessian Talionis,Roar: This creature gains +1 strength for every two Olympians in your void.,neutral,epic,3,creature,core,True,true,C591,L2-151,olympian,True,2,True,4,True
1151,Ogre Archer,Roar: Deal 3 damage to an enemy creature.,neutral,common,5,creature,core,True,true,C722,L2-152,guild,True,3,True,3,True
1113,Helian Blademaster,Ward. Roar: Draw a card.,war,rare,6,creature,core,True,true,C752,L2-114,aether,True,5,True,5,True
1114,Redfume Serum,Give +5/+5 and burn +1 to a friendly creature.,war,epic,5,spell,core,True,true,C630,L2-115,,False,0,False,0,False
1126,Tartessian Improviser,Roar: Give +2 strength to a random creature in your hand.,war,epic,1,creature,core,True,true,C615,L2-127,olympian,True,2,True,1,True
1136,Deadly Arsenal,Give +2/+1 to a creature.,war,rare,1,spell,core,True,true,C604,L2-137,,False,0,False,0,False
1137,Reckoning,Pull a random relic from your deck to your hand.,war,common,1,spell,core,True,true,C605,L2-138,,False,0,False,0,False
1138,Viking Longship,Blitz. Flank. Roar: Give flank to each other friendly creature.,war,rare,4,creature,core,True,true,C603,L2-139,viking,True,3,True,4,True
1139,Tartessian Battlemage,Twin strike. Protected.,war,common,3,creature,core,True,true,C592,L2-140,olympian,True,3,True,1,True
1140,Bloodguard,Afterlife: Summon two 1/1 Battlethralls.,war,rare,3,creature,core,True,true,C601,L2-141,viking,True,3,True,2,True
1142,Ares' Runeblade,"Godblitz. After you attack, deal 2 damage to each enemy character.",war,rare,8,weapon,core,True,true,C599,L2-143,,False,6,True,3,True
1130,Brimstone,Deal 2 damage to each god. Draw a card.,death,common,1,spell,core,True,true,C611,L2-131,,False,0,False,0,False
1131,Blight Bomb,Destroy a creature with health 3 or less.,death,common,1,spell,core,True,true,C610,L2-132,,False,0,False,0,False
1133,Ray of Disintegration,Destroy a creature. Deal 2 damage to each god.,death,common,5,spell,core,True,true,C608,L2-134,,False,0,False,0,False
1134,Void Flash,Select a friendly creature and an enemy creature. Destroy both of them.,death,epic,4,spell,core,True,true,C607,L2-135,,False,0,False,0,False
1106,Cyclops Marksogre,Hidden. Twin strike.,deception,rare,6,creature,core,True,true,C699,L2-107,guild,True,4,True,4,True
1115,Hunting Trap,Deal damage to a creature equal to that creature's strength.,deception,epic,2,spell,core,True,true,C629,L2-116,,False,0,False,0,False
1116,Exorcise,Each of your opponent's creatures go to sleep.,deception,rare,5,spell,core,True,true,C626,L2-117,,False,0,False,0,False
1119,Makeshift Shiv,Godblitz. Flank.,deception,common,1,weapon,core,True,true,C623,L2-120,,False,1,True,5,True
1120,Vault Vagabond,"After this creature attacks a god, gain a copy of the top card of your opponent's deck.",deception,common,3,creature,core,True,true,C622,L2-121,guild,True,3,True,3,True
1121,Anti-Magic Expert,Roar: Gain control of an enemy creature until the end of turn.,deception,common,8,creature,core,True,true,C620,L2-122,guild,True,7,True,6,True
1125,Made Mark,Afterlife: Both players draw two cards.,deception,common,1,creature,core,True,true,C616,L2-126,,False,0,True,2,True
1128,Nightleaf Trapper,"At the end of your turn, remove 1 durability from your opponent's relic.",deception,rare,1,creature,core,True,true,C613,L2-129,guild,True,2,True,2,True
1145,The Nemean Lion,Gain +1/+1 after a creature with roar enters the board.,neutral,legendary,3,creature,core,True,true,C596,L2-146,wild,True,2,True,3,True
1190,Recovering Sigil,Heal 2 to each friendly character.  Draw a card.,light,common,1,spell,core,True,true,C523,L2-191,,False,0,False,0,False
1192,Aging Veteran,"At the end of your turn, if this creature has 3 or more health, gain +1 strength.",light,common,1,creature,core,True,true,C517,L2-193,olympian,True,0,True,3,True
1195,Devoted Follower,Ward. Creatures damaged by this creature get -2 strength.,light,common,2,creature,core,True,true,C514,L2-196,mystic,True,3,True,2,True
1196,Triumvirate Prophet,"Roar: Give the Chosen One ""Afterlife: Give this creature's strength and health to the new Chosen One.""",light,legendary,2,creature,core,True,true,C513,L2-197,mystic,True,2,True,2,True
1199,Pacifism,Give -4 strength to an enemy creature.,light,common,2,spell,core,True,true,C510,L2-200,,False,0,False,0,False
1153,Time-Bomb,Afterlife: Deal 2 damage to the weakest enemy creature.,magic,epic,2,creature,core,True,true,C577,L2-154,atlantean,True,3,True,2,True
1178,Soothsayer,Roar: Foresee 3. Draw a card.,magic,rare,4,creature,core,True,true,C539,L2-179,mystic,True,2,True,3,True
1182,Spellsight Seer,Roar: Foresee 1.,magic,common,1,creature,core,True,true,C534,L2-183,mystic,True,2,True,2,True
1198,Sentry Post,Backline. Ability: Deal 1 damage.,magic,epic,2,creature,core,True,true,C710,L2-199,structure,True,1,True,3,True
1161,Amazon Conscript,Roar: Give +1 health to a friendly creature.,nature,common,1,creature,core,True,true,C564,L2-162,amazon,True,2,True,2,True
1162,Singsong Satyr,"At the start of your opponent's turn, their god goes to sleep.",nature,rare,3,creature,core,True,true,C563,L2-163,wild,True,3,True,3,True
1166,Bladefly,Confused. Roar: Summon two 2/2 Bladeflys.,nature,common,4,creature,core,True,true,C558,L2-167,wild,True,2,True,2,True
1167,Jungle Princess,Frontline. Roar: Summon two 1/1 Hyenas.,nature,common,5,creature,core,True,true,C556,L2-168,amazon,True,3,True,5,True
1168,Oliphaunt Mount,Roar: Give +2/+1 to each other friendly creature.,nature,rare,7,creature,core,True,true,C555,L2-169,wild,True,7,True,7,True
1179,Penthesilean Warrior,Roar: Give +1/+1 to the strongest other friendly Amazon.,nature,epic,2,creature,core,True,true,C538,L2-180,amazon,True,2,True,2,True
1186,The Hunt,Deal 8 damage randomly split among all enemy creatures.,nature,common,6,spell,core,True,true,C529,L2-187,,False,0,False,0,False
1160,Athenian Archer,Roar: Deal 1 damage to an enemy creature.,neutral,rare,1,creature,core,True,true,C566,L2-161,olympian,True,1,True,2,True
1163,"Zaxiom, Cryptic Panther","Roar: If any creatures in your hand have deadly, hidden, or ward, this creature gains those abilities.",neutral,legendary,5,creature,core,True,true,C562,L2-164,wild,True,5,True,5,True
1164,Tomb Torchbearer,Protected.,neutral,common,1,creature,core,True,true,C561,L2-165,anubian,True,1,True,1,True
1169,Nightleaf Warrior,Hidden for 1 turn.,neutral,common,1,creature,core,True,true,C550,L2-170,amazon,True,2,True,2,True
1176,Amazon Spearsoul,Roar: Gain +1 health if you control another Amazon.,neutral,common,2,creature,core,True,true,C541,L2-177,amazon,True,3,True,2,True
1177,Hardened Channeler,Afterlife: Deal 1 damage to each enemy creature.,neutral,rare,5,creature,core,True,true,C540,L2-178,mystic,True,4,True,3,True
1181,Combat Medic,Roar: Heal your god for 2.,neutral,common,3,creature,core,True,true,C535,L2-182,olympian,True,3,True,3,True
1185,Strix Hunter,Twin strike.,neutral,common,4,creature,core,True,true,C530,L2-186,wild,True,2,True,5,True
1152,Tamed Mammoth,"After a friendly creature takes damage, this creature gets +1 strength.",war,common,4,creature,core,True,true,C579,L2-153,viking,True,3,True,5,True
1156,Inspirator,"After you summon a creature, give it +1 strength.",war,rare,2,creature,core,True,true,C574,L2-157,olympian,True,3,True,2,True
1157,Auric Rush,"Pick one — • Deal 1 damage to each creature, or • Deal 2 damage to a creature.",war,common,1,spell,core,True,true,C572,L2-158,,False,0,False,0,False
1170,Tartessian Skirmisher,Roar: Give twin strike to a friendly creature.,war,common,3,creature,core,True,true,C762,L2-171,olympian,True,3,True,3,True
1172,Traveling Bard,Roar: Give +2/+1 to a friendly creature.,war,common,4,creature,core,True,true,C547,L2-173,guild,True,3,True,3,True
1187,Signal Scouts,Draw a card for each injured creature.,war,rare,3,spell,core,True,true,C528,L2-188,,False,0,False,0,False
1189,Belligerent Warlock,"After this creature attacks a creature, draw a card.",war,rare,2,creature,core,True,true,C524,L2-190,olympian,True,2,True,2,True
1193,Bladecaster,This creature gets +1 health after it attacks and survives.,war,common,2,creature,core,True,true,C516,L2-194,olympian,True,2,True,3,True
1197,Tavern Brawler,Blitz.,war,common,2,creature,core,True,true,C512,L2-198,viking,True,2,True,3,True
1165,Infernal Footsoldier,Roar: Give burn +1 to an enemy creature.,death,rare,2,creature,core,True,true,C559,L2-166,nether,True,3,True,2,True
1173,Wicked Fae,Roar: Destroy an enemy creature with 1 health. Summon a 1/1 Impling.,death,rare,2,creature,core,True,true,C546,L2-174,nether,True,2,True,2,True
1174,Vrock,Roar & afterlife: Both players draw a card.,death,common,3,creature,core,True,true,C545,L2-175,nether,True,4,True,2,True
1184,Tomb Blademaster,"Frontline. Soulless. Afterlife: Summon the strongest Anubian from your void, and give it frontline.",death,epic,7,creature,core,True,true,C823,L2-185,anubian,True,4,True,5,True
1155,Mercantile Marine,Roar: Deal 2 damage to an enemy creature.,deception,common,4,creature,core,True,true,C575,L2-156,guild,True,3,True,3,True
1158,Switch Duelist,"Hidden for 1 turn. At the end of each turn, swap this creature's strength and health.",deception,rare,1,creature,core,True,true,C571,L2-159,guild,True,3,True,1,True
1171,Double Dealer,Roar: Draw two cards. Two random cards in your opponent's hand are shuffled into their deck.,deception,common,6,creature,core,True,true,C548,L2-172,guild,True,2,True,1,True
